Printing events sorted by their type: 
************************************** 

 Event raise time = 490, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 1270, type = WatchTV, source = Mom - ID: 75.0, target = Television - ID: 34.0
 Event raise time = 1310, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 1320, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 1330, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 1340, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 1410, type = ListenToMusic, source = Mom - ID: 75.0, target = CD_Player - ID: 46.0
 Event raise time = 1440, type = SleepEvent, source = Mom - ID: 75.0
 Event raise time = 1930, type = WorkEvent, source = Mom - ID: 75.0
 Event raise time = 2420, type = ListenToMusic, source = Mom - ID: 75.0, target = CD_Player - ID: 48.0
 Event raise time = 2450, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 2460, type = WatchTV, source = Mom - ID: 75.0, target = Television - ID: 34.0
 Event raise time = 2500, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 2510, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 2520, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 2530, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 2540, type = WashingMachineEvent, source = Mom - ID: 75.0, target = Washing_Machine - ID: 32.0
 Event raise time = 2580, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 2650, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 2660, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 2730, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 2740, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 2750, type = GoSkiingEvent, source = Mom - ID: 75.0, target = Ski2 - ID: 83.0
 Event raise time = 2880, type = SleepEvent, source = Mom - ID: 75.0
 Event raise time = 3370, type = WorkEvent, source = Mom - ID: 75.0
 Event raise time = 3860, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 3930, type = CloseBlindsEvent, source = Mom - ID: 75.0
 Event raise time = 3940, type = FridgeEvent, source = Mom - ID: 75.0, target = Fridge - ID: 44.0
 Event raise time = 3950, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 3960, type = FridgeEvent, source = Mom - ID: 75.0, target = Fridge - ID: 44.0
 Event raise time = 3970, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike2 - ID: 85.0
 Event raise time = 4040, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 4050, type = FridgeEvent, source = Mom - ID: 75.0, target = Fridge - ID: 44.0
 Event raise time = 4060, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 4070, type = ListenToMusic, source = Mom - ID: 75.0, target = CD_Player - ID: 50.0
 Event raise time = 4100, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 4170, type = ListenToMusic, source = Mom - ID: 75.0, target = CD_Player - ID: 48.0
 Event raise time = 4200, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike2 - ID: 85.0
 Event raise time = 4270, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 4280, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike2 - ID: 85.0
 Event raise time = 4350, type = SleepEvent, source = Mom - ID: 75.0
 Event raise time = 4840, type = WorkEvent, source = Mom - ID: 75.0
 Event raise time = 5330, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 5400, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike2 - ID: 85.0
 Event raise time = 5470, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike2 - ID: 85.0
 Event raise time = 5540, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 5550, type = GoSkiingEvent, source = Mom - ID: 75.0, target = Ski2 - ID: 83.0
 Event raise time = 5680, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 5690, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 5700, type = WatchTV, source = Mom - ID: 75.0, target = Television - ID: 40.0
 Event raise time = 5740, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike2 - ID: 85.0
 Event raise time = 5810, type = SleepEvent, source = Mom - ID: 75.0
 Event raise time = 6300, type = WorkEvent, source = Mom - ID: 75.0
 Event raise time = 6790, type = WashingMachineEvent, source = Mom - ID: 75.0, target = Washing_Machine - ID: 32.0
 Event raise time = 6830, type = WatchTV, source = Mom - ID: 75.0, target = Television - ID: 34.0
 Event raise time = 6870, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 6880, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 6890, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 6960, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 6970, type = CloseBlindsEvent, source = Mom - ID: 75.0
 Event raise time = 6980, type = WatchTV, source = Mom - ID: 75.0, target = Television - ID: 34.0
 Event raise time = 7020, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike1 - ID: 84.0
 Event raise time = 7090, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 7160, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 7170, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 7240, type = SleepEvent, source = Mom - ID: 75.0
 Event raise time = 7730, type = WorkEvent, source = Mom - ID: 75.0
 Event raise time = 8220, type = GoSkiingEvent, source = Mom - ID: 75.0, target = Ski1 - ID: 82.0
 Event raise time = 8350, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 8420, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 8490, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 8500, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 8510, type = WashingMachineEvent, source = Mom - ID: 75.0, target = Washing_Machine - ID: 32.0
 Event raise time = 8550, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 8560, type = LightTurnOff, source = Mom - ID: 75.0, target = Light - ID: 10.0
 Event raise time = 8570, type = GoSkiingEvent, source = Mom - ID: 75.0, target = Ski1 - ID: 82.0
 Event raise time = 8700, type = SleepEvent, source = Mom - ID: 75.0
 Event raise time = 9190, type = WorkEvent, source = Mom - ID: 75.0
 Event raise time = 9680, type = ListenToMusic, source = Mom - ID: 75.0, target = CD_Player - ID: 50.0
 Event raise time = 9710, type = WashingMachineEvent, source = Mom - ID: 75.0, target = Washing_Machine - ID: 32.0
 Event raise time = 9750, type = CloseBlindsEvent, source = Mom - ID: 75.0
 Event raise time = 9760, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 9830, type = WatchTV, source = Mom - ID: 75.0, target = Television - ID: 38.0
 Event raise time = 9870, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 9880, type = OvenEvent, source = Mom - ID: 75.0, target = Oven - ID: 42.0
 Event raise time = 9890, type = GoBikingEvent, source = Mom - ID: 75.0, target = Bike1 - ID: 84.0
 Event raise time = 9960, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 9970, type = GoRunningEvent, source = Mom - ID: 75.0, target = legs
 Event raise time = 10040, type = PersonMoveEvent, source = Mom - ID: 75.0
 Event raise time = 10050, type = WashingMachineEvent, source = Mom - ID: 75.0, target = Washing_Machine - ID: 32.0
 Event raise time = 0, type = SleepEvent, source = Child1 - ID: 76.0
 Event raise time = 490, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 500, type = FridgeEvent, source = Child1 - ID: 76.0, target = Fridge - ID: 44.0
 Event raise time = 510, type = LightTurnOff, source = Child1 - ID: 76.0, target = Light - ID: 14.0
 Event raise time = 520, type = ListenToMusic, source = Child1 - ID: 76.0, target = CD_Player - ID: 50.0
 Event raise time = 550, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 620, type = MicrowaveEvent, source = Child1 - ID: 76.0, target = Microwave - ID: 56.0
 Event raise time = 630, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 700, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 710, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 780, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 850, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski2 - ID: 83.0
 Event raise time = 980, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski2 - ID: 83.0
 Event raise time = 1110, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 1180, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 1250, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 1260, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 1270, type = WatchTV, source = Child1 - ID: 76.0, target = Television - ID: 36.0
 Event raise time = 1310, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 1380, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 1450, type = SleepEvent, source = Child1 - ID: 76.0
 Event raise time = 1940, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski2 - ID: 83.0
 Event raise time = 2070, type = WatchTV, source = Child1 - ID: 76.0, target = Television - ID: 38.0
 Event raise time = 2110, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 2180, type = ListenToMusic, source = Child1 - ID: 76.0, target = CD_Player - ID: 46.0
 Event raise time = 2210, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski2 - ID: 83.0
 Event raise time = 2340, type = LightTurnOff, source = Child1 - ID: 76.0, target = Light - ID: 22.0
 Event raise time = 2350, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 2420, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 2550, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 2560, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike2 - ID: 85.0
 Event raise time = 2630, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 2640, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 2710, type = FridgeEvent, source = Child1 - ID: 76.0, target = Fridge - ID: 44.0
 Event raise time = 2720, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 2730, type = ListenToMusic, source = Child1 - ID: 76.0, target = CD_Player - ID: 48.0
 Event raise time = 2760, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 2830, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 2840, type = OvenEvent, source = Child1 - ID: 76.0, target = Oven - ID: 42.0
 Event raise time = 2850, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 2920, type = SleepEvent, source = Child1 - ID: 76.0
 Event raise time = 3410, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 3540, type = WatchTV, source = Child1 - ID: 76.0, target = Television - ID: 38.0
 Event raise time = 3580, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 3710, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 3840, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 3970, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 4040, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 4050, type = WashingMachineEvent, source = Child1 - ID: 76.0, target = Washing_Machine - ID: 32.0
 Event raise time = 4090, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 4160, type = FridgeEvent, source = Child1 - ID: 76.0, target = Fridge - ID: 44.0
 Event raise time = 4170, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 4180, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 4310, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 4320, type = SleepEvent, source = Child1 - ID: 76.0
 Event raise time = 4810, type = ListenToMusic, source = Child1 - ID: 76.0, target = CD_Player - ID: 46.0
 Event raise time = 4840, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 4910, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 4980, type = WatchTV, source = Child1 - ID: 76.0, target = Television - ID: 40.0
 Event raise time = 5020, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 5030, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 5050, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 5060, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 5040, type = OvenEvent, source = Child1 - ID: 76.0, target = Oven - ID: 42.0
 Event raise time = 5070, type = WatchTV, source = Child1 - ID: 76.0, target = Television - ID: 38.0
 Event raise time = 5080, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 5150, type = LightTurnOff, source = Child1 - ID: 76.0, target = Light - ID: 60.0
 Event raise time = 5160, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 5170, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike2 - ID: 85.0
 Event raise time = 5240, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 5310, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 5320, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 5330, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 5340, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 5470, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 5480, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 5490, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 5560, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 5630, type = FridgeEvent, source = Child1 - ID: 76.0, target = Fridge - ID: 44.0
 Event raise time = 5640, type = LightTurnOff, source = Child1 - ID: 76.0, target = Light - ID: 26.0
 Event raise time = 5650, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 5720, type = FridgeEvent, source = Child1 - ID: 76.0, target = Fridge - ID: 44.0
 Event raise time = 5730, type = ListenToMusic, source = Child1 - ID: 76.0, target = CD_Player - ID: 46.0
 Event raise time = 5760, type = SleepEvent, source = Child1 - ID: 76.0
 Event raise time = 6250, type = FridgeEvent, source = Child1 - ID: 76.0, target = Fridge - ID: 44.0
 Event raise time = 6260, type = WatchTV, source = Child1 - ID: 76.0, target = Television - ID: 38.0
 Event raise time = 6300, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 6370, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 6380, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 6390, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike2 - ID: 85.0
 Event raise time = 6460, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 6530, type = LightTurnOff, source = Child1 - ID: 76.0, target = Light - ID: 62.0
 Event raise time = 6540, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 6550, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 6620, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 6690, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 6700, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 6770, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 6780, type = FridgeEvent, source = Child1 - ID: 76.0, target = Fridge - ID: 44.0
 Event raise time = 6790, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 6800, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 6810, type = ListenToMusic, source = Child1 - ID: 76.0, target = CD_Player - ID: 48.0
 Event raise time = 6840, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 6910, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 6980, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 6990, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike2 - ID: 85.0
 Event raise time = 7060, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski2 - ID: 83.0
 Event raise time = 7190, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 7260, type = SleepEvent, source = Child1 - ID: 76.0
 Event raise time = 7750, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 7760, type = WashingMachineEvent, source = Child1 - ID: 76.0, target = Washing_Machine - ID: 32.0
 Event raise time = 7800, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike2 - ID: 85.0
 Event raise time = 7870, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 7940, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 8070, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 8200, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski2 - ID: 83.0
 Event raise time = 8330, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski2 - ID: 83.0
 Event raise time = 8460, type = OvenEvent, source = Child1 - ID: 76.0, target = Oven - ID: 42.0
 Event raise time = 8470, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 8540, type = WatchTV, source = Child1 - ID: 76.0, target = Television - ID: 34.0
 Event raise time = 8580, type = LightTurnOff, source = Child1 - ID: 76.0, target = Light - ID: 26.0
 Event raise time = 8590, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 8600, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 8610, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 8620, type = LightTurnOff, source = Child1 - ID: 76.0, target = Light - ID: 64.0
 Event raise time = 8630, type = WashingMachineEvent, source = Child1 - ID: 76.0, target = Washing_Machine - ID: 32.0
 Event raise time = 8670, type = SleepEvent, source = Child1 - ID: 76.0
 Event raise time = 9160, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 9230, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 9300, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 9370, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 9380, type = WatchTV, source = Child1 - ID: 76.0, target = Television - ID: 34.0
 Event raise time = 9420, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 9430, type = OvenEvent, source = Child1 - ID: 76.0, target = Oven - ID: 42.0
 Event raise time = 9440, type = WashingMachineEvent, source = Child1 - ID: 76.0, target = Washing_Machine - ID: 32.0
 Event raise time = 9470, type = GoSkiingEvent, source = Child1 - ID: 76.0, target = Ski1 - ID: 82.0
 Event raise time = 9600, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 9670, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 9680, type = ListenToMusic, source = Child1 - ID: 76.0, target = CD_Player - ID: 46.0
 Event raise time = 9710, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 9720, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike2 - ID: 85.0
 Event raise time = 9790, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 9800, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 9810, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 9820, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 9830, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike2 - ID: 85.0
 Event raise time = 9900, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 9910, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 9920, type = FridgeEvent, source = Child1 - ID: 76.0, target = Fridge - ID: 44.0
 Event raise time = 9930, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 9950, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 9940, type = OvenEvent, source = Child1 - ID: 76.0, target = Oven - ID: 42.0
 Event raise time = 9960, type = GoBikingEvent, source = Child1 - ID: 76.0, target = Bike1 - ID: 84.0
 Event raise time = 10030, type = PersonMoveEvent, source = Child1 - ID: 76.0
 Event raise time = 10040, type = GoRunningEvent, source = Child1 - ID: 76.0, target = legs
 Event raise time = 0, type = SleepEvent, source = Child2 - ID: 77.0
 Event raise time = 490, type = ListenToMusic, source = Child2 - ID: 77.0, target = CD_Player - ID: 50.0
 Event raise time = 520, type = ListenToMusic, source = Child2 - ID: 77.0, target = CD_Player - ID: 48.0
 Event raise time = 550, type = WatchTV, source = Child2 - ID: 77.0, target = Television - ID: 40.0
 Event raise time = 590, type = WashingMachineEvent, source = Child2 - ID: 77.0, target = Washing_Machine - ID: 32.0
 Event raise time = 630, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 700, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 710, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski2 - ID: 83.0
 Event raise time = 840, type = WatchTV, source = Child2 - ID: 77.0, target = Television - ID: 38.0
 Event raise time = 880, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 950, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 960, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 1030, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 1100, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 1170, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski2 - ID: 83.0
 Event raise time = 1300, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski2 - ID: 83.0
 Event raise time = 1430, type = CloseBlindsEvent, source = Child2 - ID: 77.0
 Event raise time = 1440, type = SleepEvent, source = Child2 - ID: 77.0
 Event raise time = 1930, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 1940, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski1 - ID: 82.0
 Event raise time = 2070, type = LightTurnOff, source = Child2 - ID: 77.0, target = Light - ID: 22.0
 Event raise time = 2080, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski2 - ID: 83.0
 Event raise time = 2210, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 2220, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 2290, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 2360, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 2370, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 2440, type = OvenEvent, source = Child2 - ID: 77.0, target = Oven - ID: 42.0
 Event raise time = 2450, type = WatchTV, source = Child2 - ID: 77.0, target = Television - ID: 38.0
 Event raise time = 2480, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 2550, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 2620, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski2 - ID: 83.0
 Event raise time = 2760, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 2770, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 2750, type = OvenEvent, source = Child2 - ID: 77.0, target = Oven - ID: 42.0
 Event raise time = 2780, type = WashingMachineEvent, source = Child2 - ID: 77.0, target = Washing_Machine - ID: 32.0
 Event raise time = 2790, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 2860, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 2870, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 2880, type = SleepEvent, source = Child2 - ID: 77.0
 Event raise time = 3370, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike2 - ID: 85.0
 Event raise time = 3440, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 3450, type = LightTurnOff, source = Child2 - ID: 77.0, target = Light - ID: 70.0
 Event raise time = 3460, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 3530, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski2 - ID: 83.0
 Event raise time = 3660, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 3730, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 3750, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 3740, type = OvenEvent, source = Child2 - ID: 77.0, target = Oven - ID: 42.0
 Event raise time = 3760, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike2 - ID: 85.0
 Event raise time = 3830, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski2 - ID: 83.0
 Event raise time = 3960, type = WatchTV, source = Child2 - ID: 77.0, target = Television - ID: 40.0
 Event raise time = 4000, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski2 - ID: 83.0
 Event raise time = 4130, type = WatchTV, source = Child2 - ID: 77.0, target = Television - ID: 38.0
 Event raise time = 4170, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 4240, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 4310, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 4380, type = SleepEvent, source = Child2 - ID: 77.0
 Event raise time = 4870, type = FridgeEvent, source = Child2 - ID: 77.0, target = Fridge - ID: 44.0
 Event raise time = 4880, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 4890, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 4960, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 5030, type = GoBikingEvent, source = Child2 - ID: 77.0, target = Bike1 - ID: 84.0
 Event raise time = 5100, type = GoRunningEvent, source = Child2 - ID: 77.0, target = legs
 Event raise time = 5170, type = ListenToMusic, source = Child2 - ID: 77.0, target = CD_Player - ID: 48.0
 Event raise time = 5200, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 5210, type = GoSkiingEvent, source = Child2 - ID: 77.0, target = Ski1 - ID: 82.0
 Event raise time = 5340, type = PersonMoveEvent, source = Child2 - ID: 77.0
 Event raise time = 5350, type = PersonMoveEvent, source = Child2 - ID: 77.0
